"2. What are the meristematic cells in young anther, surrounded by?","a) Pores","b) Parenchyma","c) Meristematic tissue","d) Epidermis","Answer: d"
"3. Label 1.","","a) Edge","b) Filament","c) Stomium","d) Tapetum","Answer: c"
"4. Epidermis, Endothecium, Middle layers, Tapetum are ______","a) pollen sac layers","b) wall of anther","c) pollen grain layers","d) epidermal","Answer: b"
"5. Label 2.","","a) Vascular strands","b) Pollen sacs","c) Pollen grains","d) Meristematic cells","Answer: a"
"6. What are the 2 parts of the pollen sac?","a) Spongy and parenchyma cells","b) Outer wall and central tissue","c) Schlerenchyma and parenchyma cells","d) Outer wall and parenchyma cells","Answer: b"
"7. How does the outer 3 layers help young anthers?","a) Osmosis","b) active transport","c) Nutrients and water","d) Protection","Answer: d"
"8. Which two layers of the anther wall contain large cells?","a) Epidermis and Endothecium","b) Endothecium and Middle layers","c) Endothecium and Tapetum","d) Epidermis and Tapetum","Answer: c"
"9. What is the endothecium also called as?","a) Vascular strand","b) Fibrous layer","c) Middle layer","d) Hyperdermal layer","Answer: b"
"10. What constitutes the stomium?","a) Pollen sacs","b) Hypodermal cells","c) Microsporangia","d) Meristematic cells","Answer: b"
"1. Pollen grain protoplast is _______","a) large","b) multinucleate","c) porous","d) uninucleate","Answer: d"
"2. Cytoplasm of the pollen grains are rich in _______","a) starch","b) proteins","c) minerals","d) vitamins","Answer: a"
"3. Wall of pollen grain is called as ________","a) sporopollenin","b) sporoderm","c) stomium","d) tapetum","Answer: b"
"4. Intine is ____ in nature.","a) starchy","b) parenchymatous","c) pectocellulosic","d) epidermal","Answer: c"
"5. Exine is made up of ____","a) vascular strands","b) sporopollenin","c) parenchyma","d) meristematic cells","Answer: b"
"6. Sporopollenin helps preserve pollen grains as microfossils.","a) True","b) False","Answer: a"
"7. Exine is further differentiated into two parts.","a) True","b) False","Answer: a"
"8. Which of the following is a part of the ektexine?","a) Baculate","b) Endothecium","c) Tapetum","d) Epidermis","Answer: a"
"9. What is palynology?","a) Study of internal morphology of pollens","b) Study of anthers","c) Study of external morphology of pollens","d) Study of young pollens","Answer: c"
"10. What is exine covered by?","a) Parenchyma","b) Paracellulose","c) Pollen","d) Pollenkit","Answer: d"
"1. What do the blue arrows indicate?","","a) Sponge","b) Connective","c) Pores","d) Germ pore","Answer: d"
"2. Pollen viability is ____","a) ability to germinate","b) time taken to mature","c) dehiscence","d) senescence","Answer: a"
"3. Pollen grains can be stored in _____","a) liquid oxygen","b) liquid hydrogen","c) liquid ozone","d) liquid nitrogen","Answer: d"
"4.  _____ species produces large number of pollens.","a) Leguminosae","b) Rosacea","c) Anemophilous","d) Solanaceae","Answer: c"
"5. One of the major contributors to pollen allergy is ____","a) lawn grass","b) carrot grass","c) wheat grass","d) paddy","Answer: b"
"6. Pollens are used in cosmetics.","a) False","b) True","Answer: b"
"7. Pollen grain is also known as ______","a) microspore","b) microsporangium","c) megaspore","d) megasporangium","Answer: a"
"8. Why are pollens spiny?","a) Fertilization","b) Easy pollination","c) To attach to bodies of insects","d) Appearance","Answer: c"
"9. Chenopodium is a source of pollen allergy.","a) True","b) False","Answer: a"
"10. Which nutrients do the pollen grains contain the most?","a) Vitamins","b) Proteins","c) Fats","d) Carbohydrates","Answer: d"
"1. What represents the female part of the flower?","a) Androecium","b) Corolla","c) Calyx","d) Gynoecium","Answer: d"
"2. What does syncarpous mean?","a) Fused carpels","b) Fused corolla","c) Fused androecium","d) Fused sepals","Answer: a"
"3. What is a pistil?","a) Androecium","b) Gynoecium","c) Stigma","d) Ovaries","Answer: b"
"4. How to identify the ovary?","a) Multiple layers","b) Thin and short","c) Long tube-like structure","d) Basal swollen part","Answer: d"
"5. What does the stigma do?","a) Compatibility test","b) Support","c) Connection","d) Reproduce","Answer: a"
"6. Stigmas are free in hibiscus.","a) True","b) False","Answer: b"
"7. In which condition should the ovaries be free?","a) Apoptosis","b) Apocarpous","c) Syncarpous","d) Adephalous","Answer: b"
"8. What are locules?","a) Holes","b) Walls","c) Chambers","d) Ovaries","Answer: c"
"9. What is a placenta?","a) Cells","b) Parenchymatous cushion","c) Layers","d) Ovary","Answer: b"
"10. Papaver is ______","a) apocarpous","b) adelophelous","c) syncarpous","d) apoptosis","Answer: c"
"1. What is a megasporangium?","a) Pistil","b) Carpel","c) Ovule","d) Stigma","Answer: c"
"2. Angiosperm ovules are generally ______","a) pinkish","b) brownish","c) greenish","d) whitish","Answer: d"
"3. Where do the ovules grow?","a) Flower","b) Gynoecium","c) Stigma","d) Placenta","Answer: d"
"4. What is the stalk called?","a) Carpel","b) Sepal","c) Funicle","d) Hypothalamus","Answer: c"
"5. Depending on the configuration, 6 types of ovaries are present.","a) False","b) True","Answer: b"
"6. In a typical anatropous, the funicle is ____ with the ovary.","a) detached","b) fused","c) above","d) different","Answer: b"
"7. Mass of parenchymatous cells on the body of the ovary is also called ______","a) nucellus","b) meristematic cell","c) tegument","d) ovule","Answer: a"
"8. What is ategmic?","a) Presence of 1 tegument","b) Presence of 3 teguments","c) Absence of integuments","d) Presence of 2 teguments","Answer: c"
"9. Passage at one end of the ovary is called as _______","a) micropyle","b) funicle","c) chalaza","d) hilum","Answer: a"
"10. Origin of integuments are _____","a) funicle","b) hilum","c) micropyle","d) chalaza","Answer: d"
"1. Which half is the embryo sac embedded?","a) Funicle","b) Ovule","c) Micropylar","d) Chalaza","Answer: c"
"2. Label the part marked with a blue arrow.","","a) Chalaza","b) Micropyle","c) Egg","d) Nucellus","Answer: d"
"3. Label the part marked in blue arrow.","","a) Polar nuclei","b) Synergids","c) Antipodal cells","d) Placenta","Answer: a"
"4. Label the part marked by the blue arrow.","","a) Synergids","b) Antipodal cells","c) Polar nuclei","d) Funicle","Answer: b"
"5. ________ distinguished between bisporic and tetrasporic.","a) Mendel","b) Nirenburg","c) Maheshwari","d) Kvitova","Answer: c"
"6. ______ apparatus is a mass of finger like projections on the synergid wall.","a) Egg","b) Chalaza","c) Micropylar","d) Filiform","Answer: d"
"7. How do the 3 cells of the egg apparatus communicate?","a) Plasmodesmata","b) Nucellus","c) Cytokine","d) Vacuole","Answer: a"
"8. What are 3 chalazal cells called?","a) Synergids","b) Antipodal cells","c) Polar nuclei","d) Chalaza","Answer: b"
"9. All cells in the megaspore are functional.","a) False","b) True","Answer: a"
"10. Which is the largest cell of the embryo sac?","a) Chlazal cells","b) Micropylar cells","c) Synergids","d) Central cell","Answer: d"
"1. Transfer of pollen grains to the stigma of a pistil is termed _______","a) fertilization","b) pollination","c) maturation","d) transfer","Answer: b"
"2. _______ flowers are invariably autogamous as there is no chance of cross pollen landing on the stigma.","a) Cleistogamous","b) Chasmogamous","c) Anephalous","d) Autogamous","Answer: a"
"3. _______ is the transfer of pollen grains from anther to the stigma of another flower of the same plant.","a) Geitonogamy","b) Cleistogamy","c) Autogamy","d) Xenogamy","Answer: d"
"4. _______ is the transfer of pollen grains from the anther to the stigma of another flower of the same plant.","a) Cleistogamy","b) Autogamy","c) Geitonogamy","d) Xenogamy","Answer: c"
"5. ________ flowers produce assured seed set even in the absence of pollinator.","a) Cleistogamous","b) Autogamous","c) Chasmogamous","d) Anemophelous","Answer: a"
"6. In _____ type, pollination is achieved within the same flower.","a) Perrenial","b) Autogamy","c) Cleistogamy","d) Offset","Answer: b"
"7. In normal flower which opens and exposes the ______ and the stigma, complete autogamy is rare.","a) Stigma","b) Nucellus","c) Anther","d) Style","Answer: c"
"8. Pollen grains come in contact with stigma before dehiscence.","a) False","b) True","Answer: a"
"9. Depending on the source of pollen, pollination can be divided into 3 parts.","a) False","b) True","Answer: b"
"10. Which of the following do not produce 2 types of flower?","a) Viola","b) Oxalis","c) Hibiscus","d) Commelina","Answer: c"
"1. Most common abiotic pollinator is ___","a) water","b) wind","c) soil","d) temperature","Answer: b"
"2. Pollination by ____ is rare.","a) wind","b) animals","c) soil","d) water","Answer: d"
"3. Pollination by wind is limited to about 30 genera of plants.","a) True","b) False","Answer: b"
"4. Pollination by wind is called ____","a) Autogamy","b) Xenogamy","c) Geitonogamy","d) Anemophily","Answer: d"
"5. Pollination by water is called ______","a) Cleistogamous","b) Xenogamy","c) Hydrophily","d) Anemophily","Answer: c"
"6. Zoster is an example of ______","a) pollination by animals","b) pollination by wind","c) pollination by water","d) pollination by birds","Answer: c"
"7. Which of the following is a dioecious, submerged, fresh water plant?","a) Vallisneria","b) Cannabis","c) Neelakurunji","d) Zoster","Answer: a"
"8. Pollen grains in plants that are transferred via wind are heavy and thorny.","a) False","b) True","Answer: a"
"9. In ______ pollination takes place on the surface of the water.","a) Hypohydrophily","b) Hydrophylly","c) Epihydrophily","d) Ceratophyllum","Answer: c"
"10. ______ underwater plant has male and female parts in the same flower.","a) Zostera","b) Ceratophyllum","c) Vallisneria","d) Maize","Answer: b"
"1. Pollination through animals is ________","a) zoophily","b) pollination","c) hydrophily","d) epihydrophily","Answer: b"
"2. _______ is one of the most common families that are pollinated by animals.","a) Fabaceae","b) Euphorbiaceae","c) Asteraceae","d) Begoniaceae","Answer: c"
"3. Pollination by insects is called _____","a) Zoophily","b) Anemophily","c) Epihydrophily","d) Entomophily","Answer: d"
"4. Which of the following has attractive bracts?","a) Hibiscus","b) Bougainvillea","c) Mimosa","d) Rafflesia","Answer: b"
"5. Which flower has a flytrap mechanism?","a) Viola","b) Rafflesia","c) Mimosa","d) Hydrilla","Answer: b"
"6. _______ produces edible pollens.","a) Rosa","b) Hibiscus","c) Viola","d) Rafflesia","Answer: a"
"7. ______ provides safe place for insects to lay eggs.","a) Stigma","b) Nucellus","c) Amorphophallus","d) Style","Answer: c"
"8. To sustain, flowers have to give rewards to insects.","a) False","b) True","Answer: b"
"9. Pollination by birds is ____","a) Zoophily","b) Entamophily","c) Hypohydrophily","d) Ornithophily","Answer: d"
"10. _____ provides nursery for moths.","a) Yucca","b) Oxalis","c) Hibiscus","d) Viola","Answer: a"
"11. Pollination by bats is ______","a) Ornithophily","b) Zoophily","c) Chiropterophily","d) Anmeophily","Answer: c"
"12. Pollination by snails is _____","a) Zoophily","b) Anemophily","c) Chiropterophily","d) Malacophily","Answer: d"
"1. Pollen–pistil interaction determines the ____ of the pollen.","a) compatibility","b) color","c) nature","d) maturation","Answer: a"
"2. _____ incompatibility prevents cross pollination.","a) Intraspecific","b) Self","c) Interspecific","d) Outbreeding","Answer: c"
"3. ______ incompatibility promotes cross pollination.","a) Inbreeding","b) Intraspecific","c) Outbreeding","d) Interspecific","Answer: b"
"4. In ______ self incompatibility, genotype of pollen determines the incompatibility.","a) outbreeding","b) interspecific","c) sporophytic","d) gametophytic","Answer: d"
"5. In ______ self incompatibility, genotype of pollen does not determine the incompatibility.","a) intraspecific","b) inbreeding","c) sporophytic","d) gametophytic","Answer: c"
"6. Pollination guarantees the transfer of the right type of pollen.","a) True","b) False","Answer: b"
"7. How is the dialogue of pollen rejection maintained in the pistil?","a) Stigma","b) Nucellus","c) Chemicals","d) Style","Answer: c"
"8. There are ____ present on the stigmatic surface.","a) vitamins","b) proteins","c) polysaccharides","d) disaccharides","Answer: b"
"9. It is necessary for the stigma to recognize the pollen before the process of fertilization.","a) False","b) True","Answer: b"
"10. ____ does not allow the raising of pure lines.","a) Self compatibility","b) Interspecific incompatibility","c) Intraspecific incompatibility","d) Outbreeding","Answer: c"
"1. Double fertilization is seen in _______","a) angiosperms","b) gymnosperms","c) Malaceae","d) Viola","Answer: a"
"2. In _______, female gametophytes stop their growth at 8 nucleate stages.","a) cleistogamous","b) chasmogamous","c) gymnosperms","d) angiosperms","Answer: d"
"3. The further growth of embryo takes place when the ______ has been formed.","a) pollen","b) ovule","c) zygote","d) pistil","Answer: c"
"4. What initiates the formation of endosperms?","a) Fertilization","b) Triple fusion","c) Fusion","d) Double fusion","Answer: b"
"5. Endosperm is formed only when it is needed.","a) True","b) False","Answer: a"
"6. Which 2 scientists stated that endosperms were for reduction of female gametophyte?","a) Chargaff and Franklin","b) Nirenburg and Khoranna","c) Watson and Crick","d) Brink and Cooper","Answer: d"
"7. The growth of the pollen tube is directed by ______","a) obturator","b) meristem","c) parenchyma","d) schlerenchyma","Answer: a"
"8. Generative fertilization is also called _____","a) apomixis","b) syngamy","c) vegetative fertilization","d) senescence","Answer: b"
"9. Second fertilization is called ________","a) syngamy","b) apomixis","c) senescence","d) vegetative fertilization","Answer: d"
"10. Pollen tube is attracted to the _____ end of the embryo sac.","a) micropylar","b) hilum","c) synergid","d) generative","Answer: a"
"1. Endosperm development precedes ____ development.","a) pollen tube","b) nuclei","c) embryo","d) micropyle","Answer: c"
"2. The ______ undergoes successive nuclear divisions to give rise to free nuclei.","a) CNS","b) PEN","c) SEN","d) SNE","Answer: b"
"3. Coconut water is ______ endosperm.","a) free-nuclear","b) cellular","c) PEN","d) nuclei","Answer: a"
"4. Endosperm is meant for ______","a) protection","b) transduction","c) nourishment","d) respiration","Answer: c"
"5. In _______, the endosperm is a special tissue which is formed as a result of vegetative fertilization.","a) gymnosperms","b) angiosperms","c) dichosperms","d) parenchyma","Answer: b"
"6. Endosperm receives food supply form the _______","a) nucleus","b) nucellus","c) micropyle","d) hilum","Answer: b"
"7. Which is the most common type of endosperm?","a) Cellular","b) Helobial","c) Single","d) Nuclear","Answer: d"
"8. In _______ endosperm, every division is followed by cytokinesis.","a) cellular","b) helobial","c) nuclear","d) single","Answer: a"
"9. Helobial occurs in ____","a) dicots","b) monocots","c) leaves","d) flowers","Answer: b"
"10. Micropylar cell grows faster than the chalazal one.","a) False","b) True","Answer: b"
"1. The early globular embryo is the _______","a) proembryo","b) prembryo","c) endosperm","d) nuclei","Answer: a"
"2. ______ is the process formation of zygote to an embryo.","a) Fertilization","b) Syngamy","c) Embryogenesis","d) Blastosis","Answer: c"
"3. Embryogeny is meroblastic.","a) True","b) False","Answer: a"
"4. How does a typical dicot divide?","a) Elongates and then divides","b) Compresses and then divides","c) Normal division","d) Doesn’t divide","Answer: a"
"5. The last cell of the suspensor (in dicots) is ______","a) hyperphysis","b) hypophysis","c) haustorium","d) antipodal","Answer: b"
"6. The first cell of the suspensor (in dicots) functions as a ______","a) hyperphysis","b) hypophysis","c) haustorium","d) antipodal","Answer: c"
"7. The part of embryonal axis above the level of cotyledons is called ____","a) hypocotyl","b) haustorium","c) hypophysis","d) epicotyl","Answer: d"
"8. In monocots, _______ grows rapidly.","a) plumule","b) radicle","c) coleorhiza","d) scutellum","Answer: d"
"9. Lower end of the embryonal axis in monocots is enclosed within ______","a) scutellum","b) coleorhiza","c) plumule","d) radicle","Answer: b"
"10. Epicotyl, in monocots, has a few leaf primordia enclosed within _______","a) coleorhiza","b) coleoptile","c) scutellum","d) hypophysis","Answer: b"
"1. Dicots and monocots are types of seeds.","a) False","b) True","Answer: b"
"2. ___ divide after endosperm formation.","a) Zygote","b) Hilum","c) Micropyle","d) Cuticle","Answer: a"
"3. Embryogeny occurs at _______ end.","a) hilum","b) hypophysis","c) asix","d) microplylar","Answer: d"
"4. The larger basal cells in dicots are called the _____ cells.","a) suspensor","b) basal","c) hypophytic","d) micropylar","Answer: a"
"5. The embryo (in dicots) undergo 2 vertical divisions.","a) True","b) False","Answer: a"
"6. The outer layer in dicots is called _____","a) procambium","b) ground meristem","c) protoderm","d) proembryo","Answer: c"
"7. In dicots, the epidermis is formed by the _______","a) procambium","b) ground meristem","c) protoderm","d) proembryo","Answer: c"
"8. In ______, the embryo remains in the globular form.","a) viola","b) orobanche","c) alstroemeria","d) dianthus","Answer: b"
"9. In monocots, the ____ end produces the suspensor cells.","a) micropylar","b) hilum","c) coleoptile","d) coleorhiza","Answer: a"
"10. In monocots, the suspensor cell may function as a ______","a) micropyle","b) hilum","c) haustorium","d) endosperm","Answer: c"
"1. Formation of individuals without fusion is called ________","a) fertilization","b) pollination","c) apomixis","d) amphimixis","Answer: c"
"2. Formation of individuals through fusion is called _____","a) amphimixis","b) apomixis","c) pollination","d) dehiscence","Answer: a"
"3. _______ produce seeds without fertilization.","a) Hibiscus","b) Rafflesia","c) Asteraceae","d) Familiceae","Answer: c"
"4. In 1908 ________ termed the term apomixis.","a) Schnarf","b) Ernst","c) Mendel","d) Winkler","Answer: d"
"5. Amphimixis is highly significant in producing hybrids.","a) False","b) True","Answer: a"
"6. If these hybrids are made into apomicts, there is no segregation of characters in the hybrid progeny.","a) False","b) True","Answer: b"
"7. ______ may be defined as occurrence of two or more embryos in one ovule.","a) Polyembryony","b) Nucellus","c) Parthenocarps","d) Embryogenesis","Answer: a"
"8. ______ noticed polyembryony in orange seeds.","a) Ernst","b) Winkler","c) Schnarf","d) Leeuwenhoek","Answer: a"
"9. The true or false polyembryony analogy of embryos is given by ______","a) Ernst and Schnarf","b) Winkler and Schnarf","c) Ernst and Winkler","d) Leeuwenhoek and Ernst","Answer: a"
"10. Nucellar adventive polyembryony is of great significance in _______","a) aquaculture","b) pisciculture","c) apiculture","d) horticulture","Answer: d"
"1. Where is the male reproductive system located?","a) Pectoral region","b) Pelvis region","c) Abdominal region","d) Lumbar region","Answer: b"
"2. _________ divides the scrotum internally.","a) Dartos tunic","b) Valves","c) Septum","d) Septum scroti","Answer: d"
"3. _____ shows the external division of the scrotum.","a) Scar","b) Dartos","c) Raphe","d) Fold","Answer: c"
"4. Testes descend permanently into their respective scrotal sacs through the ______","a) inguinal canal","b) glomerulus","c) pudendal canal","d) infraorbital canal","Answer: a"
"5. Failure of the testes to descend into the scrotum is called _______","a) palatovaginal","b) cryptorchidism","c) pudendal","d) foramen","Answer: b"
"6. The right testes is located 1cm lower than the left testes.","a) True","b) False","Answer: b"
"7. Testes are suspended in the scrotal sac by a ________","a) vas deferens","b) spermatic cords","c) foramens","d) urethra","Answer: b"
"8. Which tunicae of testes consists of a network of capillaries?","a) Tunica vaginalis","b) Tunica albuginea","c) Dartos tunic","d) Tunica vasculosa","Answer: d"
"9. Where are the sperms produced?","a) Prostate gland","b) Epidermis","c) Vas deferens","d) Seminiferous tubules","Answer: d"
"10. Which cells provide nutrition to the germ cells?","a) Sertoli cells","b) Spermatogonia","c) Interstitial cells","d) Leydig cells","Answer: a"
"1. Which of the following is not included in accessory ducts?","a) Vas deferens","b) Prostate","c) Rete testis","d) Epididymis","Answer: b"
"2. Label the part marked 1.","","a) Rete testes","b) Epididymis","c) Vas deferens","d) Vasa efferentia","Answer: b"
"3. What is the middle part of the epididymis is known as?","a) Cauda epididymis","b) Caput epididymis","c) Corset epididymis","d) Corpus epididymis","Answer: b"
"4. Epididymis stores sperm prior to ejaculation.","a) True","b) False","Answer: a"
"5. Label the part marked as 2.","","a) Epididymis","b) Corpus epididymis","c) Vas deferens","d) Vasa efferentia","Answer: c"
"6. The vas deferens is lined with ________ epithelium.","a) pseudostratified columnar","b) stratified columnar","c) stereocilia","d) smooth","Answer: a"
