"1. The attraction is the real proof of an object being charged.","a) True","b) False","Answer: b"
"9. At ‘Electrical Neutral Point’ the lines of force _______","a) Are absent","b) Coincide with each other","c) Always converge","d) Always diverge","Answer: a"
"10. Two unit positive charges are kept at coordinates (0, 0) and (10, 0). What will be the variation of the electric field with respect to the distance between them?","a)","","b)","","c)","","d)","","Answer: d"
"11. 1 dyne/esu = _____ N/C","a) 3*104","b) 105","c) 3*105","d) 9*104","Answer: a"
"12. What can be the nature of charges q1 and q2?","","a) q1 is positive, q2 is negative","b) q1 is negative, q2 is negative","c) q1 is negative, q2 is positive","d) q1 is positive, q2 is positive","Answer: b"
"1. What is the dimension of electric flux?","a) [M L3 T-3 I-1] ","b) [M L2 T-3 I-1] ","c) [M L3 T-3 I1] ","d) [M L3 T3 I-1] ","Answer: a"
"2. What is the unit of electric flux?","a) V/m","b) N/m","c) V*m","d) N/Coulomb","Answer: c"
"3. Which one is the correct expression of electric flux?","a) ∫ E⃗ .ds⃗  ","b) ∫ E2→.ds⃗  ","c) ∫ E⃗ −1.ds⃗  ","d) ∫ E⃗ .dl⃗  ","Answer: a"
"4. Electric flux will be maximum if the angle between the field lines and area vector is ______","a) 45 degree","b) 135 degree","c) 90 degree","d) 0 degree","Answer: d"
"5. Flux linked to a surface is said to be positive if the flux lines are coming out of the surface. The statement is ______","a) True","b) False","Answer: a"
"6. If a charge is placed outside a closed surface, flux due to that charge inside the surface will be ________","a) Positive","b) May be positive or negative, depending on the nature of the charge","c) Negative","d) Zero","Answer: d"
"7. Two separate charges q and 10q are placed inside two different spheres. In which case, the electric flux will be greater?","a) Flux will be same in both the cases","b) 1st sphere","c) 2nd sphere","d) No flux in any of the spheres","Answer: c"
"8. Which of the following law explains the relation between the charge inside a surface and electric flux?","a) Gauss’s Law","b) Coulomb’s Law","c) Faraday’s Law","d) Pascal’s Law","Answer: a"
"9. Flux coming out from a balloon of radius 10 cm is 1.0*103 N.m2.C-1-1. If the radius of the balloon is doubled, the flux coming out from the balloon will be _______","a) 0.5 times","b) 2 times","c) Same","d) 4 times","Answer: c"
"1. Which among the following molecule is not a dipole?","a) NH3","b) H2O","c) HCl","d) CH4","Answer: d"
"2. What is the dimension of the dipole moment?","a) [L T I] ","b) [L T I2] ","c) [M L T I] ","d) [L T I-1] ","Answer: a"
"3. If the force acting on a point charge kept on the axis of an electric dipole is F, what will be the amount of force if the distance of the point charge is doubled from the dipole?","a) 2F","b) F8 ","c) F2 ","d) F4 ","Answer: b"
"4. If electric field intensity at a certain distance from a dipole on its axis is E1 and at the same distance but on the perpendicular bisector of the dipole is E2, then __________","a) E1=E2","b) E1=2 E2","c) E1=4 E2","d) E1=3 E2","Answer: b"
"5. Dipole moment depends on _______","a) Charge only","b) Charge and length of a dipole","c) Charge, length of a dipole and dielectric constant of the medium","d) Charge and dielectric constant of the medium","Answer: b"
"6. The electric field at a point on the perpendicular bisector of a dipole is directed ______","a) Along the dipole moment","b) Perpendicular to the dipole moment","c) Opposite to the dipole moment","d) 45 degree to the dipole moment","Answer: c"
"7. Two point charges 1C and -1C are placed 5mm away from each other forming a dipole. What will be the field intensity at a point 15 cm away from the dipole on its axis?","a) 1.66*109 N/C","b) 2.66*1016 N/C","c) 3*1018 N/C","d) 1.4*1016 N/C","Answer: b"
"8. An electric dipole is placed inside a cube. What will be the nature of electric flux from the cube surface?","a) Coming out of the surface","b) Coming in towards the surface","c) No flux at all","d) Coming out from one half and coming inwards in another half","Answer: c"
"9. Which among the following describes the variation of electric field intensity on the perpendicular bisector of a dipole with distance from the dipole?","a)","","b)","","c)","","d)","","Answer: d"
"10. The CO2 molecule is a dipole. The statement is ______","a) True","b) False","Answer: a"
"1. How many electrons must be added to an isolated spherical conductor of radius 20cm to produce an electric field 1000N/C just outside the surface?","a) 2.77*1020","b) 2.77*1010","c) 1.77*1010","d) 5.4*1010","Answer: b"
"2. A circular annulus of inner radius r and outer radius R has a uniform charge density a. What will be the total charge on the annulus?","a) a*(R2-r2)","b) π*a*(R2-r2)","c) a*(R-r)","d) π*a* R2","Answer: b"
"3. What is the dimension of linear charge density?","a) [I T L-1] ","b) [I T-1 L] ","c) [I T L] ","d) [I-1 T-1 L] ","Answer: a"
"4. A charge is distributed along an infinite curved line in space with linear charge distribution λ. What will be the amount of force on a point charge q kept at a certain distance from the line?","a) q∫λr2r^dl","b) q∫λr2r^dr","c) q∫λr3r^dl","d) q∫λr2 ","Answer: a"
"5. The term ‘volume charge density’ is valid for a solid conducting sphere.","a) True","b) False","Answer: b"
"6. A solid non conducting sphere of radius 1m carries a total charge of 10 C which is uniformly distributed throughout the sphere. Determine the charge density of the sphere.","a) 10 C/m3","b) 4.76 C/m3","c) 0.1 C/m3","d) 2.38 C/m3","Answer: d"
"7. What is the charge density of the conducting plate shown below if a total charge of 10C is applied to it?  Consider the bigger circle as a solid part and a smaller circle as a hollow part.","","a) 13.26 C/m2","b) 5.25 C/m2","c) 0.7 C/m2","d) 17.28 C/m2","Answer: a"
"1. What is the number of electric field lines coming out from a 1C charge?","a) 9*109","b) 8.85*10-12","c) 18.85*10-12","d) Infinite","Answer: c"
"2. Electric field outside this Gaussian surface will be ___________","","a) Only for q2","b) Only for positive charges","c) Zero","d) For all the charges","Answer: c"
"3. An electric charge q is placed at one of the corner points of a cube of side a. What will be the net outwards flux coming out of the cube due to the point charge?","a) qεo ","b) q2εo ","c) q4εo ","d) q8εo ","Answer: d"
"4. What will be the total flux passing through the cylinder if the surface A and B have surface area S?","","a) ES","b) –ES","c) Zero","d) ESεo ","Answer: c"
"5. 8 electric dipoles having charges e are placed at the center of a cube. The net flux coming out of the cube surface is _________","a) Zero","b) eεo ","c) 8eεo ","d) 16eεo ","Answer: a"
"6. Net inward and outward flux of a closed surface are φ1 and φ2. What is the charge enclosed inside the surface?","a) Zero","b) -(∅1-∅2)εo","c) (∅1-∅2)εo","d) (∅1+∅2)εo ","Answer: b"
"7. An electric field E is present perpendicular to a square plate of side length L. What is the flux passing through the plate?","a) LE","b) L2E","c) L2E ","d) Zero","Answer: b"
"8. Gauss’s Law is applicable only in the case of the electric field. This statement is __________","a) True","b) False","Answer: b"
"9. In the CGS system, 1εo is replaced by _______ if k is the dielectric constant of the medium.","a) 4πk ","b) 2πk ","c) 1k ","d) 1","Answer: a"
"10. A non-conducting sphere has uniform charge density in it. The electric field at a point inside the sphere will be _______","a) Zero","b) Only due to the charge inside that point","c) Only due to the charge outside that point","d) Due to the entire charge of the sphere","Answer: b"
"11. An electric field 3j^+4k^ N/C is present at a place. What will be the electric flux passing through a square plate if the plate is placed in the y-z plane?","a) 7 Nm2C-1","b) 25 Nm2C-1","c) Zero","d) 17 Nm2C-1","Answer: c"
"1. Electric flux coming out of a single Na+ ion is _________ Nm2C-1","a) 1.8*10-8","b) 1.8*10-10","c) 5.4*10-8","d) 3.6*10-8","Answer: a"
"2. Gauss’s Law cannot be applied in ________","a) Hollow sphere","b) Solid sphere","c) Cube","d) Unbounded surface","Answer: d"
"3. If a 10C charge is placed in a medium having relative permittivity 5.4, what will be the amount of flux coming out of that charge?","a) 1*1011 Nm2C-1","b) 2.1*1011 Nm2C-1","c) 2.1*1010 Nm2C-1","d) 7.1*1011 Nm2C-1","Answer: b"
"4. A non-conducting cube of side length 1m has a spherical cavity of radius 0.1m inside it. The system has a charge density of 2.5 C/m3. What is the total flux coming out of the surface of the cube?","a) 2.8*1031 Nm2C-1","b) 2.8*1011 Nm2C-1","c) 5.7*1011 Nm2C-1","d) 0.2*1011 Nm2C-1","Answer: b"
"5.  Net inward and outward flux of a closed surface are ∅1 and ∅2. What is the charge enclosed inside the surface?","a) Zero","b) -(∅1-∅2)εo","c) (∅1-∅2)εo","d) (ϕ1+ϕ2)εo ","Answer: b"
"6. Gauss’s Law cannot be applied in a medium that has relative permittivity greater than 1. This statement is ________","a) True","b) False","Answer: b"
"7. Two cylindrical pipes having radius 2m and 5m are placed coaxially. The inner cylinder has total charge 1C and the outer sphere has total charge 2C. What will be the nature of electric field intensities at different distances from the axis of the cylinders?","a)","","b)","","c)","","d)","","Answer: c"
"1. Work done to bring a unit positive charge from infinity to a point in an electric field is known as _______","a) Electric potential","b) Electric field intensity","c) Electric dipole moment","d) The total energy of the point charge","Answer: a"
"2. If VA and VVB are the potentials of the two points A and B, what will be the correct relation between the electric field and the potential difference between the points? The distance between the points is d.","","a) VA-VB=Ed","b) VB-VA=Ed","c) VA-VB=Ed ","d) VA-VB=dE ","Answer: b"
"3. What is the dimension of electric potential?","a) [M L T-2] ","b) [M L T-3 I] ","c) [M L T-3 I-1] ","d) [M L2 T-3 I] ","Answer: c"
"4. Electric potential varies with distance such that V(x) =ax-bx3; where a and b are constants. Where will the electric field intensity be zero?","a) x=ab ","b) x=a3b ","c) x=ab−−√ ","d) x=+a3b−−√ and x=-a3b−−√ ","Answer: d"
"5. 1 electron volt= __________ J.","a) 1.6*10-19","b) 4.8*10-19","c) 1.6*10-10","d) 10","Answer: a"
"6. 1 V/m= _______","a) 1N/C","b) 3*1010 N/C","c) 107 N/C","d) 1010 N/C","Answer: a"
"7. The electric potential difference between two points is a path function. The statement is __________","a) True","b) False","Answer: b"
"8. By performing a set of experiments, a scientist found that the electric field between two points A and B is zero. What can he conclude regarding the potential of the two points?","a)  VA=0, VB=0","b)  VA>VB","c) VA+VB","d) VA=VB","Answer: d"
"9. Earth’s potential is _______","a) Zero","b) Highly positive","c) Highly negative","d) Varies from place to place","Answer: a"
"10. If a charged body is moved in an electric field against the Coulomb force, then ________","a) Work is done on the body by an external agent","b) Work is done by the electric field","c) Electric field intensity decreases","d) The total energy of the system decreases","Answer: a"
"1. Which one is the correct expression of electric potential on the axial point of a dipole whose dipole moment is p and length is 2l, at a distance of r?","a) pr2 ","b) pl2 ","c) p(r2−l2) ","d) p2lr ","Answer: c"
"2. What is the electric potential at the perpendicular bisector of an electric dipole?","a) Positive","b) Negative","c) Zero","d) Depends on medium","Answer: c"
"3. What is the correct diagram regarding the variation of an electric field with distance from an electric dipole if the distance is very large than the dipole length?","a)","","b)","","c)","","d)","","Answer: a"
"4. The electric potential at an axial point of a dipole is the maximum.","a) True","b) False","Answer: a"
"5. What is the dimension of the dipole moment?","a) [I L T] ","b) [I L T-1] ","c) [I L2 T] ","d) [I T] ","Answer: a"
"1. What is the nature of equipotential surfaces in case of a positive point charge?","a) Circular","b) Spherical","c) Cubical","d) Cylindrical","Answer: b"
"2. What will be the nature of equipotential surfaces due to a point charge, situated at infinity?","a) Plane surface","b) Spherical","c) Elliptical","d) Cylindrical","Answer: a"
"3. An electric field is directed along the tangent of an equipotential surface.","a) True","b) False","Answer: b"
"4. Which of the following statements is correct?","a) An electric field is a scalar quantity","b) Electric field lines are at 45 degrees to the equipotential surfaces","c) The surface of a charged conductor is equipotential","d) Field lines due to a point charge are circular","Answer: c"
"5. A charge q is placed on an equipotential surface and electric field intensity at that place is E. What is the work done to move the charge by a distance x on the surface?","a) x*qE ","b) x*q*E","c) E*xq ","d) Zero","Answer: d"
"6. If A and B are two equipotential surfaces around a positive point charge q, what will happen if we place another point charge +Q between A and B?","","a) It will remain stationary","b) It will move from B to A","c) It will move from A to B","d) It will rotate in a circular path","Answer: c"
"7. A charge q is at the center of the circle ABCDE. Which among the following is true if the charge is taken from A to B, C, D, and E?","","a) Work done along AB is the minimum","b) Work done along AD is the maximum","c) Work done along all the paths are zero","d) Work done along all the paths are equal but positive","Answer: c"
"8. A smaller sphere has potential 50V and a larger sphere has potential 100V. How should they be placed so that if they are connected with the help of a wire, the charge will flow from the smaller sphere to the larger sphere? Both the spheres are conducting and hollow.","a) Concentrically","b) Touching each other","c) It is never possible","d) The smaller sphere should be grounded","Answer: a"
"9.  According to the diagram, the equipotential points are _____. The arrows are the direction of the electric field.","","a) P and Q","b) S and Q","c) S and R","d) P and R","Answer: c"
"10. A charge q is placed at the center of a circle and B, C are the points on the circle. Another charge q is moved from A to B and from A to C. Which of them is correct?","","a) Work along AC path is more","b) Work done in both cases are the same","c) Work done along AB path is more","d) Work done in both the cases are zero","Answer: b"
"1. Pick out the expression of electric potential energy from the following.","a) U = 1(4πεo)×[q1q2r] ","b) U = 1 × (4πεo) × [ q1q2r ] ","c) U = 1(4πεo)×[q1q2r] ","d) U = 1(4πεo) × [q1q2] ","Answer: a"
"2. Two isolated metallic spheres, one with a radius R and another with a radius 5R, each carries a charge ‘q’ uniformly distributed over the entire surface. Which sphere stores more electric potential energy?","a) The sphere with radius 5R","b) Both of the spheres will have the same energy","c) The sphere with radius R","d) Initially it will be the sphere with radius 5R then it will shift to the sphere with radius R","Answer: c"
"3. There are two charges → Q1 = +q and charge Q2 = +2q. From the initial point (Q), Q1 is at a distance of r and Q2 is at a distance 2r. Which charge (Q1 or Q2) will have higher electrostatic potential energy?","a) Q1","b) Both will have the same energy","c) Q2","d) The information given is not enough to determine","Answer: b"
"4. Electrostatic potential energy can be negative.","a) True","b) False","Answer: a"
"5. Identify the dimension of electrostatic potential energy from the following.","a) ML2T-3A-2","b) ML3T-2A-1","c) M-1L2T-3A","d) ML2T-3A-1","Answer: d"
"1. What is the net electrostatic field in the interior of a conductor?","a) Positive","b) Negative","c) Zero","d) Depends on the nature of the conductor","Answer: c"
"2. What is the electric field in the cavity of a hollow charged conductor?","a) Positive","b) Negative","c) Zero","d) Depends on the nature of the conductor","Answer: c"
"3. How is the electric field at the surface of a charged conductor related to the surface charge density?","a) Proportional to each other","b) Indirectly proportional","c) Independent","d) Exponential","Answer: a"
"4. How is the potential within and on the surface of a conductor?","a) Indirectly proportional","b) Directly proportional","c) Zero","d) Constant","Answer: d"
"5. What is the total work done on moving a test charge on an equipotential surface?","a) Maximum","b) Minimum","c) Constant","d) Zero","Answer: d"
"6. In a thunderstorm accompanied by lightning, it is safest to run near a tree or open ground rather than sitting inside a car.","a) True","b) False","Answer: b"
"7. ‘X’ is the phenomenon of making a region free from any electric field. Identify X.","a) Faraday’s cage","b) Electrostatic shielding","c) Gauss theorem","d) Corona discharge","Answer: b"
"8.What type of surface is the surface of a conductor?","a) Equipotential","b)Unipolar","c) Unipotential","d) Bipolar","Answer: a"
"1. In which type of molecule positive and negative charges coincide with each other?","a) Polar","b) Unipolar","c) Non-polar","d) Bipolar","Answer: c"
"2. What is the ratio of the polarization to εo times the electric field called?","a) Polarisation density","b) Electric susceptibility","c) Dielectric strength","d) Dielectric susceptibility","Answer: b"
"3. Which of the following is an example of a molecule whose centre of mass of positive and negative charges coincide each other?","a) CO2","b) CO","c) CH3OH","d) NH3","Answer: a"
"4. What is the induced dipole moment developed per unit volume of a dielectric when placed in an external electric field called?","a) Relative permittivity","b) Polarisation susceptibility","c) Electric susceptibility","d) Polarisation density","Answer: d"
"5. In which type of molecule positive and negative charges does not coincide with each other?","a) Isentropic","b) Equipotential","c) Polar","d) Non-polar","Answer: c"
"6. The molecules of a polar dielectric have no dipole moment. State true or false.","a) True","b) False","Answer: b"
"7. ‘X’ is a substance which does not allow the flow of charges through it but permits them to exert electrostatic forces on one another through it. Identify X.","a) Polar molecule","b) Dielectric","c) Non-polar molecule","d) Equipotential","Answer: b"
"8. Which of the following is an example of a molecule whose centre of mass of positive and negative charges does not coincide each other?","a) NH3","b) H2","c) CH4","d) CO2","Answer: a"
"1. What is the dimensional formula of capacitance of a capacitor?","a) M1L2T-4I-2","b) M-1L-2T4I2","c) M-1L-2T6","d) M-2L2T4","Answer: b"
"2. When ‘n’ capacitors are connected in series the total capacitance(C) of the combination is given by ______","a) C=C1+C2+C3+C4+…..+Cn","b) C=C1*C2*C3*C4*…..*Cn","c) 1C=1C1+1C2+1C3+…….+1Cn ","d) C=(C1+C2+C3+C4+……+Cn)n ","Answer: c"
"3. What is the value of capacitance of a capacitor if it has a charge of 9C and voltage of 5V?","a) 1.8F","b) 45F","c) 4.5F","d) 8.1F","Answer: a"
"4. The total capacitance of capacitors connected in parallel is given by _____","a) product of the individual capacitors in parallel","b) sum of all the individual capacitors in parallel","c) sum of their reciprocals","d) product of their reciprocals","Answer: b"
"5. What is the total charge on the parallel plate capacitor shown?","","a) 2Q","b) Q2 ","c) 0","d) −Q2 ","Answer: c"
"6. What happens to the capacitance when a dielectric material is inserted between the plates of a parallel plate capacitor?","a) Capacitance decreases","b) Capacitance remains same","c) Capacitance increases","d) Depends upon the material of the dielectric","Answer: c"
"1. Identify the simplest and the most widely used capacitor among the following.","a) Electrolytic capacitor","b) Spherical Capacitor","c) Parallel plate capacitor","d) Cylindrical capacitor","Answer: c"
"2. How is the electric field between the two plates of a parallel plate capacitor?","a) Zero","b) Uniform","c) Maximum","d) Minimum","Answer: b"
"3. Identify the factor on which the capacitance of a parallel plate capacitor does not depend.","a) Permeability of the medium between the plates","b) Area of the plates","c) Distance between the plates","d) The permittivity of the medium between the plates","Answer: a"
"4. Calculate the capacitance of the capacitor, if 1012 electrons are transferred from one conductor to another of a capacitor and a potential difference of 10 V develops between the two conductors.","a) 1.6 × 10-7 F","b) 160 × 10-8 F","c) 16 × 10-8 F","d) 1.6 × 10-8 F","Answer: d"
"5. What is the net electric field in the outer regions above the upper plate and below the lower plate in a parallel plate capacitor?","a) Maximum","b) Uniform","c) Zero","d) Minimum","Answer: c"
